0,0,0,4,53,34,0,2,40,52,21,85,64,115,100,106,93,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,61,39,0,1,28,34,18,89,75,146,145,154,116,51,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,69,44,0,3,50,64,23,97,66,118,107,114,98,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,52,33,0,2,38,50,21,86,62,119,121,112,71,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,27,0,2,44,54,18,95,98,159,173,124,54,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,37,0,2,34,45,21,90,79,153,135,133,85,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,53,34,0,2,42,55,21,89,62,119,123,109,59,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,79,51,0,0,0,0,0,18,50,112,160,143,64,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,38,0,3,56,71,29,121,71,134,148,131,84,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,52,33,0,2,37,48,20,84,62,117,120,110,61,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,37,0,3,55,67,18,94,82,121,130,118,84,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65,41,0,2,37,49,22,94,70,133,138,134,77,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,56,36,0,2,44,57,23,97,61,106,98,85,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,22,0,0,0,0,19,91,74,180,138,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,32,0,3,49,66,29,115,64,111,127,108,61,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,55,35,0,2,36,48,21,86,70,129,109,86,55,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,22,0,3,52,64,26,134,102,139,134,89,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,34,0,2,36,47,19,85,81,157,119,110,67,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,53,34,0,2,36,47,20,83,65,126,126,111,64,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,17,0,1,20,25,22,104,72,141,114,87,46,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,67,43,0,2,35,48,25,103,91,182,172,136,84,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,54,34,0,2,44,58,24,102,63,106,88,75,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,27,0,2,32,39,25,124,98,163,115,64,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,27,0,3,50,63,26,117,66,108,117,101,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,65,42,0,3,52,69,27,108,56,82,87,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,157,96,72,105,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,89,57,0,4,63,82,32,133,75,113,95,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,51,33,0,2,39,51,20,81,61,114,114,102,62,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,0,3,55,67,22,113,83,106,149,143,98,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,35,0,2,40,53,23,93,73,143,131,110,57,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
